arch,cache_type_k,cache_type_v,category,ctx_size,engine,experiment_dir,goodput_sla_fraction_mean,max_tokens,max_vmhwm_kb,model,model_label,parallel_requests,prompt_id,replica_count,source_run_dir,successful_runs,suite,sweep_id,sweep_name,threads,threads_batch,total_throughput_output_tok_s_mean,tpot_s_mean_across_replicas,ttft_s_mean_across_replicas
arm,turbo3,turbo3,medium,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5083392.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,medium_cpu_inference_pipeline,1,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,0.4445670621327206,2.1231769759186117,20.173861976664437
arm,turbo3,turbo3,medium,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5083392.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,medium_quant_tradeoff,1,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,0.6142458566504807,1.784106859519697,19.791934849995112
arm,turbo3,turbo3,short,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5083392.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,mandatory_short_capital_france,1,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,0.1729642149679907,4.389903621054449,12.79511418932816
arm,turbo3,turbo3,short,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5083392.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,short_cpu_quantisation,1,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,0.4294107317419583,2.1861245245092213,20.827724875998683
arm,turbo3,turbo3,short,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5083392.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,short_threading_definition,1,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,0.43899477111563456,2.161699915897627,18.272427603330772
arm,turbo4,turbo4,long,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5128768.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,long_hpc_case_study,1,measurements/1253766-track-a1-server-sweep,0,concurrency,arm_server,ARM server sweep,24,24,,,
arm,turbo4,turbo4,long,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5128768.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,long_memory_bound_reasoning,1,measurements/1253766-track-a1-server-sweep,0,concurrency,arm_server,ARM server sweep,24,24,,,
arm,turbo4,turbo4,long,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5128768.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,mandatory_long_transformer_cpu,1,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,0.5114836154096943,1.8808017053924067,17.435291567322565
arm,turbo4,turbo4,medium,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5128768.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,mandatory_medium_ml_vs_dl,1,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,0.4596660496172697,2.069675013217788,16.7560933510055
arm,turbo4,turbo4,medium,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5128768.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,medium_cpu_inference_pipeline,1,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,0.46486518968664725,2.041247755094441,17.80704606467043
arm,turbo4,turbo4,medium,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5128768.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,medium_quant_tradeoff,1,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,0.6442575190526458,1.7134694253464824,17.43817764466318
arm,turbo4,turbo4,short,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5128768.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,mandatory_short_capital_france,1,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,0.18326380080228274,4.144789741056027,11.596038280666107
arm,turbo4,turbo4,short,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5128768.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,short_cpu_quantisation,1,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,0.4486457695250581,2.1031346272703457,18.49439042999681
arm,turbo4,turbo4,short,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5128768.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,short_threading_definition,1,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,0.4589374038498836,2.0789449942966476,15.949578746318972
arm,turbo3,turbo3,long,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5073536.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,long_hpc_case_study,1,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,3.091171351229327,0.3225838746666794,0.4392223669989714
arm,turbo3,turbo3,long,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5073536.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,long_memory_bound_reasoning,1,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,3.0916081438972633,0.32243280356953924,0.4662115363353223
arm,turbo3,turbo3,long,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5073536.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,mandatory_long_transformer_cpu,1,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,3.5506496910587586,0.2807917542493555,0.389204636667273
arm,turbo3,turbo3,medium,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5073536.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,mandatory_medium_ml_vs_dl,1,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,3.7362155190614916,0.26684341688977364,0.3712670309978421
arm,turbo3,turbo3,medium,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5073536.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,medium_cpu_inference_pipeline,1,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,3.7301129518664196,0.2673063182204776,0.3673825126667604
arm,turbo3,turbo3,medium,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5073536.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,medium_quant_tradeoff,1,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,3.57350236956988,0.278986252459319,0.38692989966633223
arm,turbo3,turbo3,short,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5073536.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,mandatory_short_capital_france,1,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,2.133646026799326,0.26195941488872954,1.4649707180008893
arm,turbo3,turbo3,short,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5073536.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,short_cpu_quantisation,1,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,3.4675340964693357,0.275469019585307,1.9345055096673605
arm,turbo3,turbo3,short,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5073536.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,short_threading_definition,1,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,3.5229300316808048,0.2617137447873944,3.0946355699998094
arm,turbo4,turbo4,long,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5096256.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,long_hpc_case_study,1,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,3.344400093977594,0.2981039769265384,0.4137674413213972
arm,turbo4,turbo4,long,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5096256.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,long_memory_bound_reasoning,1,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,3.343669547292315,0.298107995099759,0.43850578199878026
arm,turbo4,turbo4,long,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5096256.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,mandatory_long_transformer_cpu,1,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,3.718246587534229,0.26807847497630327,0.3786290726760247
arm,turbo4,turbo4,medium,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5096256.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,mandatory_medium_ml_vs_dl,1,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,3.870396978119546,0.25757237050127424,0.359884056999969
arm,turbo4,turbo4,medium,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5096256.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,medium_cpu_inference_pipeline,1,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,3.8653929945332277,0.2578959797585097,0.36087096367070143
arm,turbo4,turbo4,medium,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5096256.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,medium_quant_tradeoff,1,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,3.7367183995556803,0.2667761649028948,0.373161289326769
arm,turbo4,turbo4,short,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5096256.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,mandatory_short_capital_france,1,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,2.180072857154792,0.2545772802792878,1.440393085659404
arm,turbo4,turbo4,short,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5096256.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,short_cpu_quantisation,1,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,3.569263672223606,0.2673739428870903,1.910633783331529
arm,turbo4,turbo4,short,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5096256.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,short_threading_definition,1,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,3.6294804045205398,0.25367112009981013,3.049329432329008
arm,turbo3,turbo3,long,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5063872.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,4,long_hpc_case_study,1,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,1.7253262506109595,0.5781342424776763,0.8002617936678386
arm,turbo3,turbo3,long,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5063872.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,4,long_memory_bound_reasoning,1,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,1.7175117500788812,0.5799848217138979,0.8952064560022942
arm,turbo3,turbo3,long,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5063872.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,4,mandatory_long_transformer_cpu,1,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,1.736511267891615,0.5743288376745251,0.7822791616684602
arm,turbo3,turbo3,medium,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5063872.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,4,mandatory_medium_ml_vs_dl,1,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,1.8250734496666285,0.531844346682421,2.710775373663637
arm,turbo3,turbo3,medium,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5063872.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,4,medium_cpu_inference_pipeline,1,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,1.828073381483994,0.5108069285748174,5.252722584666723
arm,turbo3,turbo3,medium,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5063872.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,4,medium_quant_tradeoff,1,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,1.7335776450643252,0.5747308386089285,0.8545622176679899
