experiment_dir,run_dir,suite,engine,node_count,node_rank,node,model,model_label,threads,threads_batch,ctx_size,parallel_requests,cache_type_k,cache_type_v,max_tokens,trials_configured,warmup_trials,bench_concurrency,mandatory_only,limit_per_category,category,prompt_id,runs,successful_runs,ttft_s_mean,ttft_s_stdev,tpot_s_mean,tpot_s_stdev,throughput_output_tok_s_mean,throughput_output_tok_s_stdev,goodput_sla_fraction,max_rss_kb,max_vmhwm_kb
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo2_v_turbo2,concurrency,tq,,,cna1544,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,turbo2,turbo2,128,1,1,16,0,5,short,mandatory_short_capital_france,1,1,1.6125441520125605,0.0,1.5505560163340608,0.0,0.5660687807844365,0.0,0.0,5115648,5115648
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo2_v_turbo2,concurrency,tq,,,cna1544,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,turbo2,turbo2,128,1,1,16,0,5,short,short_batching,1,1,1.610220976988785,0.0,1.240807082740073,0.0,0.8040479268791,0.0,0.0,5115648,5115648
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo2_v_turbo2,concurrency,tq,,,cna1544,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,turbo2,turbo2,128,1,1,16,0,5,short,short_cpu_quantisation,1,1,1.6126075020001736,0.0,1.2407741609999294,0.0,0.8040530212969701,0.0,0.0,5115648,5115648
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo2_v_turbo2,concurrency,tq,,,cna1544,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,turbo2,turbo2,128,1,1,16,0,5,short,short_kv_cache,1,1,1.6122831009852234,0.0,1.2407871352913826,0.0,0.8040412618787052,0.0,0.0,5115648,5115648
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo2_v_turbo2,concurrency,tq,,,cna1544,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,turbo2,turbo2,128,1,1,16,0,5,short,short_threading_definition,1,1,1.6080502230033744,0.0,1.2407812658739992,0.0,0.8040670920218898,0.0,0.0,5115648,5115648
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,concurrency,tq,,,cna1549,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,turbo3,turbo3,128,1,1,16,0,5,long,long_concurrency_server,1,1,1.8395690999750514,0.0,1.494636521000827,0.0,0.6581942485377396,0.0,0.0,5164736,5164736
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,concurrency,tq,,,cna1549,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,turbo3,turbo3,128,1,1,16,0,5,long,long_hpc_case_study,1,0,,,,,,,0.0,5164736,5164736
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,concurrency,tq,,,cna1549,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,turbo3,turbo3,128,1,1,16,0,5,long,long_memory_bound_reasoning,1,0,,,,,,,0.0,5164736,5164736
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,concurrency,tq,,,cna1549,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,turbo3,turbo3,128,1,1,16,0,5,long,long_quantisation_evaluation,1,1,1.8326246509968769,0.0,1.6498673567955848,0.0,0.595084761436922,0.0,0.0,5164736,5164736
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,concurrency,tq,,,cna1549,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,turbo3,turbo3,128,1,1,16,0,5,long,mandatory_long_transformer_cpu,1,1,1.835648529988248,0.0,1.3289918380382741,0.0,0.7488768938954394,0.0,0.0,5164736,5164736
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,concurrency,tq,,,cna1549,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,turbo3,turbo3,128,1,1,16,0,5,medium,mandatory_medium_ml_vs_dl,1,1,1.840576868999051,0.0,1.2817437998424779,0.0,0.7775328439397905,0.0,0.0,5164736,5164736
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,concurrency,tq,,,cna1549,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,turbo3,turbo3,128,1,1,16,0,5,medium,medium_concurrency,1,1,1.8397486000030767,0.0,1.2817485853385704,0.0,0.7775063720174544,0.0,0.0,5164736,5164736
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,concurrency,tq,,,cna1549,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,turbo3,turbo3,128,1,1,16,0,5,medium,medium_cpu_inference_pipeline,1,1,1.8424311690032482,0.0,1.281757194377889,0.0,0.7775142716031618,0.0,0.0,5164736,5164736
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,concurrency,tq,,,cna1549,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,turbo3,turbo3,128,1,1,16,0,5,medium,medium_quant_tradeoff,1,1,1.8403584100014996,0.0,1.2817427526692415,0.0,0.7775312815921194,0.0,0.0,5164736,5164736
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,concurrency,tq,,,cna1549,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,turbo3,turbo3,128,1,1,16,0,5,medium,medium_thread_scaling,1,1,1.8378120599954855,0.0,1.28174012717328,0.0,0.7775516732722143,0.0,0.0,5164736,5164736
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,concurrency,tq,,,cna1549,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,turbo3,turbo3,128,1,1,16,0,5,short,mandatory_short_capital_france,1,1,0.15668710798490793,0.0,1.6567780591673607,0.0,0.6042873118120791,0.0,0.0,5164736,5164736
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,concurrency,tq,,,cna1549,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,turbo3,turbo3,128,1,1,16,0,5,short,short_batching,1,1,1.8469720980210695,0.0,1.2817506925590194,0.0,0.7774865606480014,0.0,0.0,5164736,5164736
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,concurrency,tq,,,cna1549,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,turbo3,turbo3,128,1,1,16,0,5,short,short_cpu_quantisation,1,1,1.846116228000028,0.0,1.2817577575276125,0.0,0.777491316829428,0.0,0.0,5164736,5164736
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,concurrency,tq,,,cna1549,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,turbo3,turbo3,128,1,1,16,0,5,short,short_kv_cache,1,1,1.8486281179939397,0.0,1.281725993598573,0.0,0.7774999856825091,0.0,0.0,5164736,5164736
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,concurrency,tq,,,cna1549,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,turbo3,turbo3,128,1,1,16,0,5,short,short_threading_definition,1,1,1.8463753880059812,0.0,1.281740550133748,0.0,0.7774902310155256,0.0,0.0,5164736,5164736
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo4_v_turbo4,concurrency,tq,,,cna0032,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,turbo4,turbo4,128,1,1,16,0,5,long,long_concurrency_server,1,1,1.5916352240019478,0.0,1.441791331458192,0.0,0.6884532394799493,0.0,0.0,5217728,5217728
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo4_v_turbo4,concurrency,tq,,,cna0032,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,turbo4,turbo4,128,1,1,16,0,5,long,long_hpc_case_study,1,0,,,,,,,0.0,5217728,5217728
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo4_v_turbo4,concurrency,tq,,,cna0032,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,turbo4,turbo4,128,1,1,16,0,5,long,long_memory_bound_reasoning,1,0,,,,,,,0.0,5217728,5217728
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo4_v_turbo4,concurrency,tq,,,cna0032,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,turbo4,turbo4,128,1,1,16,0,5,long,long_quantisation_evaluation,1,1,1.5938455919967964,0.0,1.5498988421983086,0.0,0.6421383542132912,0.0,0.0,5217728,5217728
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo4_v_turbo4,concurrency,tq,,,cna0032,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,turbo4,turbo4,128,1,1,16,0,5,long,mandatory_long_transformer_cpu,1,1,1.5893015440087765,0.0,1.3043504790756615,0.0,0.7645735410930722,0.0,0.0,5217728,5217728
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo4_v_turbo4,concurrency,tq,,,cna0032,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,turbo4,turbo4,128,1,1,16,0,5,medium,mandatory_medium_ml_vs_dl,1,1,1.591006083006505,0.0,1.2656754699840915,0.0,0.7885063322777297,0.0,0.0,5217728,5217728
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo4_v_turbo4,concurrency,tq,,,cna0032,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,turbo4,turbo4,128,1,1,16,0,5,medium,medium_concurrency,1,1,1.590610616025515,0.0,1.2656734108977115,0.0,0.7885053759470929,0.0,0.0,5217728,5217728
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo4_v_turbo4,concurrency,tq,,,cna0032,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,turbo4,turbo4,128,1,1,16,0,5,medium,medium_cpu_inference_pipeline,1,1,1.6007882010308094,0.0,1.2656570614093738,0.0,0.7884607766406347,0.0,0.0,5217728,5217728
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo4_v_turbo4,concurrency,tq,,,cna0032,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,turbo4,turbo4,128,1,1,16,0,5,medium,medium_quant_tradeoff,1,1,1.5945289530209266,0.0,1.265670244621872,0.0,0.7884831197194302,0.0,0.0,5217728,5217728
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo4_v_turbo4,concurrency,tq,,,cna0032,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,turbo4,turbo4,128,1,1,16,0,5,medium,medium_thread_scaling,1,1,1.5949600500171073,0.0,1.2656782456301519,0.0,0.7884721424449613,0.0,0.0,5217728,5217728
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo4_v_turbo4,concurrency,tq,,,cna0032,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,turbo4,turbo4,128,1,1,16,0,5,short,mandatory_short_capital_france,1,1,1.6042244709678926,0.0,1.5333554083384417,0.0,0.5710785252808791,0.0,0.0,5217728,5217728
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo4_v_turbo4,concurrency,tq,,,cna0032,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,turbo4,turbo4,128,1,1,16,0,5,short,short_batching,1,1,1.595191035012249,0.0,1.265680645747884,0.0,0.7884716031210088,0.0,0.0,5217728,5217728
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo4_v_turbo4,concurrency,tq,,,cna0032,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,turbo4,turbo4,128,1,1,16,0,5,short,short_cpu_quantisation,1,1,1.6010867859586142,0.0,1.2656812668662503,0.0,0.7884432423172152,0.0,0.0,5217728,5217728
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo4_v_turbo4,concurrency,tq,,,cna0032,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,turbo4,turbo4,128,1,1,16,0,5,short,short_kv_cache,1,1,1.6008354319492355,0.0,1.2656855742679909,0.0,0.7884440622646598,0.0,0.0,5217728,5217728
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo4_v_turbo4,concurrency,tq,,,cna0032,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,turbo4,turbo4,128,1,1,16,0,5,short,short_threading_definition,1,1,1.5954313189722598,0.0,1.2656726043466955,0.0,0.7884776937771919,0.0,0.0,5217728,5217728
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_1_n_128_k_turbo2_v_turbo2,concurrency,tq,,,cna0027,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,1,turbo2,turbo2,128,1,1,1,0,5,long,long_concurrency_server,1,1,0.1767549230135046,0.0,0.159511040173394,0.0,6.263735470244947,0.0,1.0,5068864,5068864
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_1_n_128_k_turbo2_v_turbo2,concurrency,tq,,,cna0027,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,1,turbo2,turbo2,128,1,1,1,0,5,long,long_hpc_case_study,1,1,0.18758200301090255,0.0,0.16912462149598217,0.0,5.907644147572498,0.0,1.0,5068864,5068864
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_1_n_128_k_turbo2_v_turbo2,concurrency,tq,,,cna0027,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,1,turbo2,turbo2,128,1,1,1,0,5,long,long_memory_bound_reasoning,1,1,0.17972117802128196,0.0,0.16255185680324577,0.0,6.146683150311888,0.0,1.0,5068864,5068864
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_1_n_128_k_turbo2_v_turbo2,concurrency,tq,,,cna0027,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,1,turbo2,turbo2,128,1,1,1,0,5,long,long_quantisation_evaluation,1,1,0.17777557100635022,0.0,0.16028931594497753,0.0,6.233275118772915,0.0,1.0,5068864,5068864
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_1_n_128_k_turbo2_v_turbo2,concurrency,tq,,,cna0027,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,1,turbo2,turbo2,128,1,1,1,0,5,long,mandatory_long_transformer_cpu,1,1,0.16514219099190086,0.0,0.15190132872447165,0.0,6.578591039790966,0.0,1.0,5068864,5068864
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_1_n_128_k_turbo2_v_turbo2,concurrency,tq,,,cna0027,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,1,turbo2,turbo2,128,1,1,1,0,5,medium,mandatory_medium_ml_vs_dl,1,1,0.14982736395904794,0.0,0.13624351819716835,0.0,7.333901828062955,0.0,1.0,5068864,5068864
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_1_n_128_k_turbo2_v_turbo2,concurrency,tq,,,cna0027,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,1,turbo2,turbo2,128,1,1,1,0,5,medium,medium_concurrency,1,1,0.15569064900046214,0.0,0.14209406366150124,0.0,7.032168106406898,0.0,1.0,5068864,5068864
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_1_n_128_k_turbo2_v_turbo2,concurrency,tq,,,cna0027,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,1,turbo2,turbo2,128,1,1,1,0,5,medium,medium_cpu_inference_pipeline,1,1,0.15698137698927894,0.0,0.14316371538562656,0.0,6.9795805838771985,0.0,1.0,5068864,5068864
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_1_n_128_k_turbo2_v_turbo2,concurrency,tq,,,cna0027,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,1,turbo2,turbo2,128,1,1,1,0,5,medium,medium_quant_tradeoff,1,1,0.15677517600124702,0.0,0.14219896840967428,0.0,7.026608686807139,0.0,1.0,5068864,5068864
