index,suite,engine,model_label,model,threads,ctx_size,parallel_requests,bench_concurrency,max_tokens,cache_type_k,cache_type_v
10,model-set,vanilla-blis,model-3,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/gemma-4-E4B-it-OBLITERATED-Q4_K_M.gguf,24,2048,1,1,128,f16,f16
11,model-set,vanilla-blis,model-3,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/gemma-4-E4B-it-OBLITERATED-Q4_K_M.gguf,24,2048,1,1,128,q4_0,q4_0
12,model-set,vanilla-openblas-fujitsu,model-4,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/gpt-oss-20b-Q4_K_M.gguf,24,2048,1,1,128,f16,f16
13,model-set,vanilla-openblas-fujitsu,model-4,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/gpt-oss-20b-Q4_K_M.gguf,24,2048,1,1,128,q4_0,q4_0
14,model-set,vanilla-blis,model-4,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/gpt-oss-20b-Q4_K_M.gguf,24,2048,1,1,128,f16,f16
15,model-set,vanilla-blis,model-4,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/gpt-oss-20b-Q4_K_M.gguf,24,2048,1,1,128,q4_0,q4_0
16,thread-scaling,vanilla-openblas-fujitsu,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,12,2048,1,1,128,f16,f16
17,thread-scaling,vanilla-openblas-fujitsu,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,12,2048,1,1,128,q4_0,q4_0
18,thread-scaling,vanilla-blis,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,12,2048,1,1,128,f16,f16
19,thread-scaling,vanilla-blis,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,12,2048,1,1,128,q4_0,q4_0
20,thread-scaling,vanilla-openblas-fujitsu,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,128,f16,f16
21,thread-scaling,vanilla-openblas-fujitsu,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,128,q4_0,q4_0
22,thread-scaling,vanilla-blis,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,128,f16,f16
23,thread-scaling,vanilla-blis,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,128,q4_0,q4_0
24,thread-scaling,vanilla-openblas-fujitsu,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,36,2048,1,1,128,f16,f16
25,thread-scaling,vanilla-openblas-fujitsu,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,36,2048,1,1,128,q4_0,q4_0
26,thread-scaling,vanilla-blis,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,36,2048,1,1,128,f16,f16
27,thread-scaling,vanilla-blis,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,36,2048,1,1,128,q4_0,q4_0
28,thread-scaling,vanilla-openblas-fujitsu,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,46,2048,1,1,128,f16,f16
29,thread-scaling,vanilla-openblas-fujitsu,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,46,2048,1,1,128,q4_0,q4_0
30,thread-scaling,vanilla-blis,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,46,2048,1,1,128,f16,f16
31,thread-scaling,vanilla-blis,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,46,2048,1,1,128,q4_0,q4_0
32,thread-scaling,vanilla-openblas-fujitsu,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,48,2048,1,1,128,f16,f16
33,thread-scaling,vanilla-openblas-fujitsu,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,48,2048,1,1,128,q4_0,q4_0
34,thread-scaling,vanilla-blis,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,48,2048,1,1,128,f16,f16
35,thread-scaling,vanilla-blis,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,48,2048,1,1,128,q4_0,q4_0
36,concurrency,vanilla-openblas-fujitsu,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,128,f16,f16
37,concurrency,vanilla-openblas-fujitsu,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,128,q4_0,q4_0
38,concurrency,vanilla-blis,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,128,f16,f16
39,concurrency,vanilla-blis,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,128,q4_0,q4_0
40,concurrency,vanilla-openblas-fujitsu,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,2,2,128,f16,f16
41,concurrency,vanilla-openblas-fujitsu,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,2,2,128,q4_0,q4_0
42,concurrency,vanilla-blis,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,2,2,128,f16,f16
43,concurrency,vanilla-blis,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,2,2,128,q4_0,q4_0
44,concurrency,vanilla-openblas-fujitsu,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,4,4,128,f16,f16
45,concurrency,vanilla-openblas-fujitsu,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,4,4,128,q4_0,q4_0
46,concurrency,vanilla-blis,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,4,4,128,f16,f16
47,concurrency,vanilla-blis,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,4,4,128,q4_0,q4_0
48,concurrency,vanilla-openblas-fujitsu,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,8,8,128,f16,f16
49,concurrency,vanilla-openblas-fujitsu,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,8,8,128,q4_0,q4_0
50,concurrency,vanilla-blis,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,8,8,128,f16,f16
51,concurrency,vanilla-blis,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,8,8,128,q4_0,q4_0
52,concurrency,vanilla-openblas-fujitsu,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,16,16,128,f16,f16
53,concurrency,vanilla-openblas-fujitsu,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,16,16,128,q4_0,q4_0
54,concurrency,vanilla-blis,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,16,16,128,f16,f16
55,concurrency,vanilla-blis,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,16,16,128,q4_0,q4_0
56,context-length,vanilla-openblas-fujitsu,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,512,1,1,128,f16,f16
57,context-length,vanilla-openblas-fujitsu,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,512,1,1,128,q4_0,q4_0
58,context-length,vanilla-blis,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,512,1,1,128,f16,f16
59,context-length,vanilla-blis,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,512,1,1,128,q4_0,q4_0
60,context-length,vanilla-openblas-fujitsu,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,1024,1,1,128,f16,f16
61,context-length,vanilla-openblas-fujitsu,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,1024,1,1,128,q4_0,q4_0
62,context-length,vanilla-blis,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,1024,1,1,128,f16,f16
63,context-length,vanilla-blis,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,1024,1,1,128,q4_0,q4_0
64,context-length,vanilla-openblas-fujitsu,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,128,f16,f16
65,context-length,vanilla-openblas-fujitsu,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,128,q4_0,q4_0
66,context-length,vanilla-blis,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,128,f16,f16
67,context-length,vanilla-blis,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,128,q4_0,q4_0
68,context-length,vanilla-openblas-fujitsu,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,4096,1,1,128,f16,f16
69,context-length,vanilla-openblas-fujitsu,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,4096,1,1,128,q4_0,q4_0
70,context-length,vanilla-blis,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,4096,1,1,128,f16,f16
71,context-length,vanilla-blis,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,4096,1,1,128,q4_0,q4_0
72,decode-length,vanilla-openblas-fujitsu,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,64,f16,f16
73,decode-length,vanilla-openblas-fujitsu,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,64,q4_0,q4_0
74,decode-length,vanilla-blis,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,64,f16,f16
75,decode-length,vanilla-blis,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,64,q4_0,q4_0
76,decode-length,vanilla-openblas-fujitsu,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,128,f16,f16
77,decode-length,vanilla-openblas-fujitsu,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,128,q4_0,q4_0
78,decode-length,vanilla-blis,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,128,f16,f16
79,decode-length,vanilla-blis,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,128,q4_0,q4_0
80,decode-length,vanilla-openblas-fujitsu,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,256,f16,f16
81,decode-length,vanilla-openblas-fujitsu,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,256,q4_0,q4_0
82,decode-length,vanilla-blis,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,256,f16,f16
83,decode-length,vanilla-blis,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,256,q4_0,q4_0
84,decode-length,vanilla-openblas-fujitsu,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,512,f16,f16
85,decode-length,vanilla-openblas-fujitsu,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,512,q4_0,q4_0
86,decode-length,vanilla-blis,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,512,f16,f16
87,decode-length,vanilla-blis,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,512,q4_0,q4_0
