arch,cache_type_k,cache_type_v,category,ctx_size,engine,experiment_dir,goodput_sla_fraction_mean,max_tokens,max_vmhwm_kb,model,model_label,parallel_requests,prompt_id,replica_count,source,successful_runs,suite,threads,threads_batch,total_throughput_output_tok_s_mean,tpot_s_mean_across_replicas,ttft_s_mean_across_replicas
unknown,turbo3,turbo3,long,2048,tq,measurements/1256104-track-a1-server-sweep,1.0,128,5063552.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,1,long_memory_bound_reasoning,1,measurements/a1_all_results_scaling_summary.csv,3,concurrency,24,24,5.584925589887094,0.1789287769606458,0.1944596610070827
unknown,turbo3,turbo3,long,2048,tq,measurements/1256104-track-a1-server-sweep,1.0,128,5063552.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,1,mandatory_long_transformer_cpu,1,measurements/a1_all_results_scaling_summary.csv,3,concurrency,24,24,6.099567040595276,0.16384604805774908,0.17627310933797466
unknown,turbo3,turbo3,medium,2048,tq,measurements/1256104-track-a1-server-sweep,1.0,128,5063552.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,1,mandatory_medium_ml_vs_dl,1,measurements/a1_all_results_scaling_summary.csv,3,concurrency,24,24,7.000249875302682,0.1427663526377623,0.15330195866893823
unknown,turbo3,turbo3,medium,2048,tq,measurements/1256104-track-a1-server-sweep,1.0,128,5063552.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,1,medium_cpu_inference_pipeline,1,measurements/a1_all_results_scaling_summary.csv,3,concurrency,24,24,6.529808088325082,0.15306349061943592,0.16293406066931007
unknown,turbo3,turbo3,medium,2048,tq,measurements/1256104-track-a1-server-sweep,1.0,128,5063552.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,1,medium_quant_tradeoff,1,measurements/a1_all_results_scaling_summary.csv,3,concurrency,24,24,6.622512445005631,0.15091543919419054,0.16134278433552632
unknown,turbo3,turbo3,short,2048,tq,measurements/1256104-track-a1-server-sweep,1.0,128,5063552.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,1,mandatory_short_capital_france,1,measurements/a1_all_results_scaling_summary.csv,3,concurrency,24,24,3.2270034735526774,0.13106146261028093,1.2510285873334699
unknown,turbo3,turbo3,short,2048,tq,measurements/1256104-track-a1-server-sweep,0.0,128,5063552.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,1,short_cpu_quantisation,1,measurements/a1_all_results_scaling_summary.csv,3,concurrency,24,24,5.79931561622501,0.14501584388191624,3.654128144994805
unknown,turbo3,turbo3,short,2048,tq,measurements/1256104-track-a1-server-sweep,1.0,128,5063552.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,1,short_threading_definition,1,measurements/a1_all_results_scaling_summary.csv,3,concurrency,24,24,6.961966857671721,0.1435581943175445,0.15327306500209184
unknown,turbo4,turbo4,long,2048,tq,measurements/1256104-track-a1-server-sweep,1.0,128,5100544.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,1,long_hpc_case_study,1,measurements/a1_all_results_scaling_summary.csv,3,concurrency,24,24,5.809522815236741,0.1719816451259535,0.19065352200414054
unknown,turbo4,turbo4,long,2048,tq,measurements/1256104-track-a1-server-sweep,1.0,128,5100544.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,1,long_memory_bound_reasoning,1,measurements/a1_all_results_scaling_summary.csv,3,concurrency,24,24,6.032194783423397,0.16562466369292533,0.18469360966507034
unknown,turbo4,turbo4,long,2048,tq,measurements/1256104-track-a1-server-sweep,1.0,128,5100544.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,1,mandatory_long_transformer_cpu,1,measurements/a1_all_results_scaling_summary.csv,3,concurrency,24,24,6.486651243038467,0.1540464304934584,0.16852501166188935
unknown,turbo4,turbo4,medium,2048,tq,measurements/1256104-track-a1-server-sweep,1.0,128,5100544.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,1,mandatory_medium_ml_vs_dl,1,measurements/a1_all_results_scaling_summary.csv,3,concurrency,24,24,7.232895880329211,0.13814150496585212,0.15255300167094296
unknown,turbo4,turbo4,medium,2048,tq,measurements/1256104-track-a1-server-sweep,1.0,128,5100544.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,1,medium_cpu_inference_pipeline,1,measurements/a1_all_results_scaling_summary.csv,3,concurrency,24,24,6.868113308698917,0.14548630450128516,0.1596624386681166
unknown,turbo4,turbo4,medium,2048,tq,measurements/1256104-track-a1-server-sweep,1.0,128,5100544.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,1,medium_quant_tradeoff,1,measurements/a1_all_results_scaling_summary.csv,3,concurrency,24,24,6.941076866639271,0.14395115532283795,0.15869264732949281
unknown,turbo4,turbo4,short,2048,tq,measurements/1256104-track-a1-server-sweep,1.0,128,5100544.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,1,mandatory_short_capital_france,1,measurements/a1_all_results_scaling_summary.csv,3,concurrency,24,24,3.2609761423104477,0.1299119776118055,1.2366056106596564
unknown,turbo4,turbo4,short,2048,tq,measurements/1256104-track-a1-server-sweep,0.0,128,5100544.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,1,short_cpu_quantisation,1,measurements/a1_all_results_scaling_summary.csv,3,concurrency,24,24,6.0018813864747615,0.1396579831049749,3.5896847666638982
unknown,turbo4,turbo4,short,2048,tq,measurements/1256104-track-a1-server-sweep,1.0,128,5100544.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,1,short_threading_definition,1,measurements/a1_all_results_scaling_summary.csv,3,concurrency,24,24,7.203136359650017,0.138720325590562,0.15215034766394334
unknown,turbo2,turbo2,long,2048,tq,measurements/1256104-track-a1-server-sweep,0.0,128,5076928.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,long_hpc_case_study,1,measurements/a1_all_results_scaling_summary.csv,0,concurrency,24,24,,,
unknown,turbo2,turbo2,long,2048,tq,measurements/1256104-track-a1-server-sweep,0.0,128,5076928.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,long_memory_bound_reasoning,1,measurements/a1_all_results_scaling_summary.csv,0,concurrency,24,24,,,
unknown,turbo2,turbo2,long,2048,tq,measurements/1256104-track-a1-server-sweep,0.0,128,5076928.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,mandatory_long_transformer_cpu,1,measurements/a1_all_results_scaling_summary.csv,3,concurrency,24,24,0.5069157944620843,1.8829481975737992,19.345283543336944
unknown,turbo2,turbo2,medium,2048,tq,measurements/1256104-track-a1-server-sweep,0.0,128,5076928.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,mandatory_medium_ml_vs_dl,1,measurements/a1_all_results_scaling_summary.csv,3,concurrency,24,24,0.45573676217115094,2.0751710936325978,18.656677948665067
unknown,turbo2,turbo2,medium,2048,tq,measurements/1256104-track-a1-server-sweep,0.0,128,5076928.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,medium_cpu_inference_pipeline,1,measurements/a1_all_results_scaling_summary.csv,3,concurrency,24,24,0.4609232872761111,2.0466037555905565,19.721839024665922
unknown,turbo2,turbo2,medium,2048,tq,measurements/1256104-track-a1-server-sweep,0.0,128,5076928.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,medium_quant_tradeoff,1,measurements/a1_all_results_scaling_summary.csv,3,concurrency,24,24,0.6406877556019114,1.7176161330498299,19.346412043999106
unknown,turbo2,turbo2,short,2048,tq,measurements/1256104-track-a1-server-sweep,0.0,128,5076928.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,mandatory_short_capital_france,1,measurements/a1_all_results_scaling_summary.csv,3,concurrency,24,24,0.17656339404613458,4.299751397666922,12.551997987999735
unknown,turbo2,turbo2,short,2048,tq,measurements/1256104-track-a1-server-sweep,0.0,128,5076928.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,short_cpu_quantisation,1,measurements/a1_all_results_scaling_summary.csv,3,concurrency,24,24,0.44463298841360727,2.1091268811075996,20.403415561003687
unknown,turbo2,turbo2,short,2048,tq,measurements/1256104-track-a1-server-sweep,0.0,128,5076928.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,short_threading_definition,1,measurements/a1_all_results_scaling_summary.csv,3,concurrency,24,24,0.4549983737494128,2.0844890408031826,17.8512275343334
unknown,turbo3,turbo3,long,2048,tq,measurements/1256104-track-a1-server-sweep,0.0,128,5100864.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,long_hpc_case_study,1,measurements/a1_all_results_scaling_summary.csv,0,concurrency,24,24,,,
unknown,turbo3,turbo3,long,2048,tq,measurements/1256104-track-a1-server-sweep,0.0,128,5100864.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,long_memory_bound_reasoning,1,measurements/a1_all_results_scaling_summary.csv,0,concurrency,24,24,,,
unknown,turbo3,turbo3,long,2048,tq,measurements/1256104-track-a1-server-sweep,0.0,128,5100864.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,mandatory_long_transformer_cpu,1,measurements/a1_all_results_scaling_summary.csv,3,concurrency,24,24,0.4859605451222367,1.95880067239654,20.102660792006645
unknown,turbo3,turbo3,medium,2048,tq,measurements/1256104-track-a1-server-sweep,0.0,128,5100864.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,mandatory_medium_ml_vs_dl,1,measurements/a1_all_results_scaling_summary.csv,3,concurrency,24,24,0.4387121222882311,2.2181690021940836,11.328107214688012
unknown,turbo3,turbo3,medium,2048,tq,measurements/1256104-track-a1-server-sweep,0.0,128,5100864.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,medium_cpu_inference_pipeline,1,measurements/a1_all_results_scaling_summary.csv,3,concurrency,24,24,0.44274710443833915,2.130263064393506,20.47786674433155
unknown,turbo3,turbo3,medium,2048,tq,measurements/1256104-track-a1-server-sweep,0.0,128,5100864.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,medium_quant_tradeoff,1,measurements/a1_all_results_scaling_summary.csv,3,concurrency,24,24,0.6125594905989777,1.789045246574799,20.10357026332834
unknown,turbo3,turbo3,short,2048,tq,measurements/1256104-track-a1-server-sweep,0.0,128,5100864.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,mandatory_short_capital_france,1,measurements/a1_all_results_scaling_summary.csv,3,concurrency,24,24,0.17197808333542672,4.3949540826660165,13.074805096335089
unknown,turbo3,turbo3,short,2048,tq,measurements/1256104-track-a1-server-sweep,0.0,128,5100864.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,short_cpu_quantisation,1,measurements/a1_all_results_scaling_summary.csv,3,concurrency,24,24,0.4285953575351208,2.2515564561259915,13.073685860009087
unknown,turbo3,turbo3,short,2048,tq,measurements/1256104-track-a1-server-sweep,0.0,128,5100864.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,short_threading_definition,1,measurements/a1_all_results_scaling_summary.csv,3,concurrency,24,24,0.4380259389952988,2.2276284938240902,10.509005388012156
unknown,turbo4,turbo4,long,2048,tq,measurements/1256104-track-a1-server-sweep,0.0,128,5148416.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,long_hpc_case_study,1,measurements/a1_all_results_scaling_summary.csv,0,concurrency,24,24,,,
unknown,turbo4,turbo4,long,2048,tq,measurements/1256104-track-a1-server-sweep,0.0,128,5148416.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,long_memory_bound_reasoning,1,measurements/a1_all_results_scaling_summary.csv,0,concurrency,24,24,,,
unknown,turbo4,turbo4,long,2048,tq,measurements/1256104-track-a1-server-sweep,0.0,128,5148416.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,mandatory_long_transformer_cpu,1,measurements/a1_all_results_scaling_summary.csv,3,concurrency,24,24,0.49189425226718375,1.8821393392996308,26.653073456002556
unknown,turbo4,turbo4,medium,2048,tq,measurements/1256104-track-a1-server-sweep,0.0,128,5148416.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,mandatory_medium_ml_vs_dl,1,measurements/a1_all_results_scaling_summary.csv,3,concurrency,24,24,0.44590747316600865,2.0722737763409462,25.975239654692512
unknown,turbo4,turbo4,medium,2048,tq,measurements/1256104-track-a1-server-sweep,0.0,128,5148416.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,medium_cpu_inference_pipeline,1,measurements/a1_all_results_scaling_summary.csv,3,concurrency,24,24,0.4510919253429787,2.04385810343303,27.021392212346353
unknown,turbo4,turbo4,medium,2048,tq,measurements/1256104-track-a1-server-sweep,0.0,128,5148416.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,medium_quant_tradeoff,1,measurements/a1_all_results_scaling_summary.csv,3,concurrency,24,24,0.6294314089899374,1.7161319817138625,26.654233634995762
unknown,turbo4,turbo4,short,2048,tq,measurements/1256104-track-a1-server-sweep,0.0,128,5148416.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,mandatory_short_capital_france,1,measurements/a1_all_results_scaling_summary.csv,3,concurrency,24,24,0.15661145565256235,4.914274701337692,16.208784889313392
unknown,turbo4,turbo4,short,2048,tq,measurements/1256104-track-a1-server-sweep,0.0,128,5148416.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,short_cpu_quantisation,1,measurements/a1_all_results_scaling_summary.csv,3,concurrency,24,24,0.4350073792649818,2.1053325433123327,27.71516822600582
unknown,turbo4,turbo4,short,2048,tq,measurements/1256104-track-a1-server-sweep,0.0,128,5148416.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,short_threading_definition,1,measurements/a1_all_results_scaling_summary.csv,3,concurrency,24,24,0.44517933044772806,2.081567764950316,25.16644729799979
unknown,turbo2,turbo2,long,2048,tq,measurements/1256104-track-a1-server-sweep,0.0,128,5039040.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,long_hpc_case_study,1,measurements/a1_all_results_scaling_summary.csv,3,concurrency,24,24,3.352409638670225,0.2973204449107449,0.4210129809992698
unknown,turbo2,turbo2,long,2048,tq,measurements/1256104-track-a1-server-sweep,0.0,128,5039040.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,long_memory_bound_reasoning,1,measurements/a1_all_results_scaling_summary.csv,3,concurrency,24,24,3.351142432650987,0.2975396981181423,0.4213194959932783
unknown,turbo2,turbo2,long,2048,tq,measurements/1256104-track-a1-server-sweep,0.0,128,5039040.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,mandatory_long_transformer_cpu,1,measurements/a1_all_results_scaling_summary.csv,3,concurrency,24,24,3.7122033851166796,0.2686217999449544,0.3671447166610354
unknown,turbo2,turbo2,medium,2048,tq,measurements/1256104-track-a1-server-sweep,0.0,128,5039040.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,mandatory_medium_ml_vs_dl,1,measurements/a1_all_results_scaling_summary.csv,3,concurrency,24,24,3.8731618149012697,0.25734715807349257,0.3650000943356038
unknown,turbo2,turbo2,medium,2048,tq,measurements/1256104-track-a1-server-sweep,0.0,128,5039040.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,medium_cpu_inference_pipeline,1,measurements/a1_all_results_scaling_summary.csv,3,concurrency,24,24,3.866521223435452,0.25789016034123957,0.35220960166770965
unknown,turbo2,turbo2,medium,2048,tq,measurements/1256104-track-a1-server-sweep,0.0,128,5039040.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,medium_quant_tradeoff,1,measurements/a1_all_results_scaling_summary.csv,3,concurrency,24,24,3.7283418264260955,0.2673314300472613,0.3808442830001392
unknown,turbo2,turbo2,short,2048,tq,measurements/1256104-track-a1-server-sweep,0.0,128,5039040.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,mandatory_short_capital_france,1,measurements/a1_all_results_scaling_summary.csv,3,concurrency,24,24,2.182567136855762,0.2549739243889538,1.4364832923311042
unknown,turbo2,turbo2,short,2048,tq,measurements/1256104-track-a1-server-sweep,0.0,128,5039040.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,short_cpu_quantisation,1,measurements/a1_all_results_scaling_summary.csv,3,concurrency,24,24,3.5807860914812535,0.2664717423280514,1.908173217001604
unknown,turbo2,turbo2,short,2048,tq,measurements/1256104-track-a1-server-sweep,0.0,128,5039040.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,short_threading_definition,1,measurements/a1_all_results_scaling_summary.csv,3,concurrency,24,24,3.63981224368614,0.25288646723095787,3.0494768760011843
