index,suite,engine,model_label,model,threads,ctx_size,parallel_requests,bench_concurrency,max_tokens,cache_type_k,cache_type_v
39,thread-scaling,tq,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,48,2048,1,1,128,turbo4,turbo4
40,thread-scaling,vanilla,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,48,2048,1,1,128,f16,f16
41,thread-scaling,vanilla,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,48,2048,1,1,128,q4_0,q4_0
42,concurrency,tq,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,128,turbo2,turbo2
43,concurrency,tq,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,128,turbo3,turbo3
44,concurrency,tq,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,128,turbo4,turbo4
45,concurrency,vanilla,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,128,f16,f16
46,concurrency,vanilla,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,128,q4_0,q4_0
47,concurrency,tq,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,2,2,128,turbo2,turbo2
48,concurrency,tq,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,2,2,128,turbo3,turbo3
49,concurrency,tq,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,2,2,128,turbo4,turbo4
50,concurrency,vanilla,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,2,2,128,f16,f16
51,concurrency,vanilla,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,2,2,128,q4_0,q4_0
52,concurrency,tq,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,4,4,128,turbo2,turbo2
53,concurrency,tq,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,4,4,128,turbo3,turbo3
54,concurrency,tq,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,4,4,128,turbo4,turbo4
55,concurrency,vanilla,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,4,4,128,f16,f16
56,concurrency,vanilla,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,4,4,128,q4_0,q4_0
57,concurrency,tq,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,8,8,128,turbo2,turbo2
58,concurrency,tq,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,8,8,128,turbo3,turbo3
59,concurrency,tq,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,8,8,128,turbo4,turbo4
60,concurrency,vanilla,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,8,8,128,f16,f16
61,concurrency,vanilla,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,8,8,128,q4_0,q4_0
62,concurrency,tq,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,16,16,128,turbo2,turbo2
63,concurrency,tq,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,16,16,128,turbo3,turbo3
64,concurrency,tq,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,16,16,128,turbo4,turbo4
65,concurrency,vanilla,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,16,16,128,f16,f16
66,concurrency,vanilla,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,16,16,128,q4_0,q4_0
67,context-length,tq,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,512,1,1,128,turbo2,turbo2
68,context-length,tq,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,512,1,1,128,turbo3,turbo3
69,context-length,tq,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,512,1,1,128,turbo4,turbo4
70,context-length,vanilla,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,512,1,1,128,f16,f16
71,context-length,vanilla,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,512,1,1,128,q4_0,q4_0
72,context-length,tq,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,1024,1,1,128,turbo2,turbo2
73,context-length,tq,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,1024,1,1,128,turbo3,turbo3
74,context-length,tq,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,1024,1,1,128,turbo4,turbo4
75,context-length,vanilla,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,1024,1,1,128,f16,f16
76,context-length,vanilla,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,1024,1,1,128,q4_0,q4_0
77,context-length,tq,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,128,turbo2,turbo2
78,context-length,tq,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,128,turbo3,turbo3
79,context-length,tq,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,128,turbo4,turbo4
80,context-length,vanilla,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,128,f16,f16
81,context-length,vanilla,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,128,q4_0,q4_0
82,context-length,tq,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,4096,1,1,128,turbo2,turbo2
83,context-length,tq,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,4096,1,1,128,turbo3,turbo3
84,context-length,tq,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,4096,1,1,128,turbo4,turbo4
85,context-length,vanilla,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,4096,1,1,128,f16,f16
86,context-length,vanilla,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,4096,1,1,128,q4_0,q4_0
87,decode-length,tq,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,64,turbo2,turbo2
88,decode-length,tq,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,64,turbo3,turbo3
89,decode-length,tq,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,64,turbo4,turbo4
90,decode-length,vanilla,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,64,f16,f16
91,decode-length,vanilla,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,64,q4_0,q4_0
92,decode-length,tq,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,128,turbo2,turbo2
93,decode-length,tq,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,128,turbo3,turbo3
94,decode-length,tq,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,128,turbo4,turbo4
95,decode-length,vanilla,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,128,f16,f16
96,decode-length,vanilla,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,128,q4_0,q4_0
97,decode-length,tq,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,256,turbo2,turbo2
98,decode-length,tq,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,256,turbo3,turbo3
99,decode-length,tq,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,256,turbo4,turbo4
100,decode-length,vanilla,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,256,f16,f16
101,decode-length,vanilla,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,256,q4_0,q4_0
102,decode-length,tq,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,512,turbo2,turbo2
103,decode-length,tq,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,512,turbo3,turbo3
104,decode-length,tq,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,512,turbo4,turbo4
105,decode-length,vanilla,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,512,f16,f16
106,decode-length,vanilla,model-1-mandatory,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,24,2048,1,1,512,q4_0,q4_0
